Feature,Coeficiente,Abs_Coef,Odds_Ratio
docen_total,-0.2522077546283445,0.2522077546283445,0.7770832786498074
iacv_r4,-0.23045924335957604,0.23045924335957604,0.7941688019949413
DF_desemp_fisc,-0.20906311827549576,0.20906311827549576,0.8113440233916237
ipm_serv_pinf_p_2018,-0.19236035179693012,0.19236035179693012,0.8250095212566255
iacv_r3,-0.1706753772707438,0.1706753772707438,0.8430952169241155
altura,-0.15414530654107642,0.15414530654107642,0.8571474628291011
iacv_r2,-0.153072092603666,0.153072092603666,0.8580678592354091
ipm_hacinam_p_2018,-0.14402616358258508,0.14402616358258508,0.8658650936299611
ipm_ti_p_2018,0.14172577007306772,0.14172577007306772,1.1522606208609967
ipm_excretas_p_2005,-0.11758305638768629,0.11758305638768629,0.8890666660141192
ipm_asisescu_p_2005,0.10549898325013815,0.10549898325013815,1.1112649746437682
alumn_total,-0.07951338358181012,0.07951338358181012,0.9235656592693335
ipm_templeof_p_2018,-0.061544983708519206,0.061544983708519206,0.9403106461280162
iacv_r1,-0.061215475365982173,0.061215475365982173,0.9406205373835649
ipm_rezagoescu_p_2018,0.05797505116047246,0.05797505116047246,1.0596885573807189
ipm_paredes_p_2018,0.05524620047207189,0.05524620047207189,1.0568007674971502
coca,0.04508904707833128,0.04508904707833128,1.0461210097807954
distancia_mercado,-0.04337495449958377,0.04337495449958377,0.9575522842095083
y_corr_tribut_IyC,0.03834928153864847,0.03834928153864847,1.0390941058904926
ipm_assalud_p_2005,0.033078460559210134,0.033078460559210134,1.0336316353759687
indrural,-0.03202670227237788,0.03202670227237788,0.9684807210979182
ipm_paredes_p_2005,0.02898295629470083,0.02898295629470083,1.0294070494152316
ipm_ledu_p_2018,0.02684136986150785,0.02684136986150785,1.0272048441920667
ipm_accsalud_p_2005,0.026725244035143637,0.026725244035143637,1.0270855661064568
ipm_ti_p_2005,-0.023214095454589644,0.023214095454589644,0.9770532787132855
ipm_accagua_p_2018,-0.015095363866404409,0.015095363866404409,0.9850179999989541
ipm_asisescu_p_2018,0.012767990665188082,0.012767990665188082,1.0128498494778504
ipm_analf_p_2018,-0.010660879155718398,0.010660879155718398,0.9893957466110053
ipm_templeof_p_2005,0.009468211821495055,0.009468211821495055,1.0095131771407226
amapola,-0.009124305963033017,0.009124305963033017,0.9909171942006427
s11_total,0.00842230961420375,0.00842230961420375,1.0084578770470107
ipm_pisos_p_2005,-0.007998365862048959,0.007998365862048959,0.9920335359553859
nbi_2005,0.00765011843371453,0.00765011843371453,1.0076794553523234
DF_deuda,-0.00727250399350647,0.00727250399350647,0.9927538766737537
y_corr,-0.007219525790553734,0.007219525790553734,0.992806472383315
DF_ing_func,-0.005254502333797909,0.005254502333797909,0.9947592784160307
ipm_assalud_p_2018,-0.004610010658879788,0.004610010658879788,0.9954005991302493
ipm_accagua_p_2005,0.004539532450304432,0.004539532450304432,1.0045498517367413
areaoficialkm2,-0.003967364124129969,0.003967364124129969,0.9960404954675273
ipm_accsalud_p_2018,0.0009320245278435921,0.0009320245278435921,1.0009324589976722
ipm_hacinam_p_2005,0.0,0.0,1.0
women_share,0.0,0.0,1.0
discapital,0.0,0.0,1.0
dismdo,0.0,0.0,1.0
disbogota,0.0,0.0,1.0
IPM_2018,0.0,0.0,1.0
ipm_pisos_p_2018,0.0,0.0,1.0
ipm_excretas_p_2018,0.0,0.0,1.0
ipm_ledu_p_2005,0.0,0.0,1.0
nbi_2018,0.0,0.0,1.0
ipm_rezagoescu_p_2005,0.0,0.0,1.0
IPM_2005,0.0,0.0,1.0
ipm_analf_p_2005,0.0,0.0,1.0
ipm_serv_pinf_p_2005,0.0,0.0,1.0
